,decode_batch,decode_len,cu_mask,avg_duration_2d_us,avg_duration_3d_us,avg_duration_reduce_segment_us,avg_decode_duration_us,avg_duration_2d_us_baseline,avg_duration_3d_us_baseline,avg_duration_reduce_segment_us_baseline,avg_decode_duration_us_baseline
32,16,256,32.0,103.87766666666666,,,103.87766666666666,21.822999999999997,,,21.822999999999997
33,16,256,64.0,53.842999999999996,,,53.842999999999996,21.822999999999997,,,21.822999999999997
34,16,256,96.0,36.92466666666667,,,36.92466666666667,21.822999999999997,,,21.822999999999997
35,16,256,304.0,21.822999999999997,,,21.822999999999997,21.822999999999997,,,21.822999999999997
36,16,32768,128.0,3361.5713333333333,,,3361.5713333333333,1714.8166666666668,,,1714.8166666666668
37,16,32768,160.0,1717.0083333333332,,,1717.0083333333332,1714.8166666666668,,,1714.8166666666668
38,16,32768,32.0,10041.027333333333,,,10041.027333333333,1714.8166666666668,,,1714.8166666666668
39,16,32768,64.0,5030.122,,,5030.122,1714.8166666666668,,,1714.8166666666668
40,16,32768,96.0,3360.982666666667,,,3360.982666666667,1714.8166666666668,,,1714.8166666666668
41,16,32768,304.0,1714.8166666666668,,,1714.8166666666668,1714.8166666666668,,,1714.8166666666668
42,16,4096,128.0,429.3956666666666,,,429.3956666666666,219.24766666666667,,,219.24766666666667
43,16,4096,160.0,218.92766666666662,,,218.92766666666662,219.24766666666667,,,219.24766666666667
44,16,4096,32.0,1301.0433333333333,,,1301.0433333333333,219.24766666666667,,,219.24766666666667
45,16,4096,64.0,643.0713333333334,,,643.0713333333334,219.24766666666667,,,219.24766666666667
46,16,4096,96.0,429.8500000000001,,,429.8500000000001,219.24766666666667,,,219.24766666666667
47,16,4096,304.0,219.24766666666667,,,219.24766666666667,219.24766666666667,,,219.24766666666667
48,16,512,128.0,63.385333333333335,,,63.385333333333335,35.441,,,35.441
49,16,512,160.0,33.95766666666666,,,33.95766666666666,35.441,,,35.441
50,16,512,32.0,180.306,,,180.306,35.441,,,35.441
51,16,512,64.0,93.42733333333332,,,93.42733333333332,35.441,,,35.441
52,16,512,96.0,63.59866666666667,,,63.59866666666667,35.441,,,35.441
53,16,512,304.0,35.441,,,35.441,35.441,,,35.441
54,16,65536,128.0,6710.433333333333,,,6710.433333333333,3378.409666666667,,,3378.409666666667
55,16,65536,160.0,3379.305,,,3379.305,3378.409666666667,,,3378.409666666667
56,16,65536,32.0,20056.97,,,20056.97,3378.409666666667,,,3378.409666666667
57,16,65536,64.0,10047.735666666667,,,10047.735666666667,3378.409666666667,,,3378.409666666667
58,16,65536,96.0,6708.001333333334,,,6708.001333333334,3378.409666666667,,,3378.409666666667
59,16,65536,304.0,3378.409666666667,,,3378.409666666667,3378.409666666667,,,3378.409666666667
60,16,8192,128.0,861.8380000000001,,,861.8380000000001,431.9483333333333,,,431.9483333333333
61,16,8192,160.0,430.73199999999997,,,430.73199999999997,431.9483333333333,,,431.9483333333333
62,16,8192,32.0,2527.2756666666664,,,2527.2756666666664,431.9483333333333,,,431.9483333333333
63,16,8192,64.0,1290.3253333333332,,,1290.3253333333332,431.9483333333333,,,431.9483333333333
64,16,8192,96.0,850.265,,,850.265,431.9483333333333,,,431.9483333333333
65,16,8192,304.0,431.9483333333333,,,431.9483333333333,431.9483333333333,,,431.9483333333333
66,1,1024,128.0,,12.548333333333334,5.198333333333333,17.746666666666666,,10.063333333333333,4.4639999999999995,14.527333333333331
67,1,1024,160.0,,10.156333333333334,4.303333333333334,14.459666666666667,,10.063333333333333,4.4639999999999995,14.527333333333331
68,1,1024,32.0,,27.262666666666664,5.038333333333333,32.300999999999995,,10.063333333333333,4.4639999999999995,14.527333333333331
69,1,1024,64.0,,15.501666666666667,4.637333333333333,20.139,,10.063333333333333,4.4639999999999995,14.527333333333331
70,1,1024,96.0,,15.475,4.276666666666666,19.751666666666665,,10.063333333333333,4.4639999999999995,14.527333333333331
71,1,1024,304.0,,10.063333333333333,4.4639999999999995,14.527333333333331,,10.063333333333333,4.4639999999999995,14.527333333333331
72,1,16384,128.0,,71.92466666666667,4.744333333333333,76.669,,72.486,4.396666666666667,76.88266666666667
73,1,16384,160.0,,72.753,4.557333333333333,77.31033333333333,,72.486,4.396666666666667,76.88266666666667
74,1,16384,32.0,,243.71766666666667,4.517,248.23466666666667,,72.486,4.396666666666667,76.88266666666667
