,prefill_batch,prefill_len,decode_batch_size,decode_len,cu_mask,avg_duration_2d_us,avg_duration_3d_us,avg_duration_reduce_segment_us,avg_decode_duration_us,avg_duration_2d_us_baseline,avg_duration_3d_us_baseline,avg_duration_reduce_segment_us_baseline,avg_decode_duration_us_baseline
167,1,2048,512,512,196.0,467.336,,,467.336,468.9266666666667,,,468.9266666666667
168,1,2048,512,512,224.0,467.79033333333336,,,467.79033333333336,468.9266666666667,,,468.9266666666667
169,1,2048,512,512,32.0,5252.1776666666665,,,5252.1776666666665,468.9266666666667,,,468.9266666666667
170,1,2048,512,512,64.0,2622.7076666666667,,,2622.7076666666667,468.9266666666667,,,468.9266666666667
171,1,2048,512,512,304.0,468.9266666666667,,,468.9266666666667,468.9266666666667,,,468.9266666666667
172,1,2048,64,1024,128.0,283.6223333333333,,,283.6223333333333,117.322,,,117.322
173,1,2048,64,1024,160.0,118.52466666666665,,,118.52466666666665,117.322,,,117.322
174,1,2048,64,1024,196.0,117.99033333333334,,,117.99033333333334,117.322,,,117.322
175,1,2048,64,1024,224.0,118.79166666666667,,,118.79166666666667,117.322,,,117.322
176,1,2048,64,1024,32.0,1269.01,,,1269.01,117.322,,,117.322
177,1,2048,64,1024,64.0,628.1846666666667,,,628.1846666666667,117.322,,,117.322
178,1,2048,64,1024,304.0,117.322,,,117.322,117.322,,,117.322
179,1,2048,64,2048,128.0,545.3006666666666,,,545.3006666666666,225.20866666666666,,,225.20866666666666
180,1,2048,64,2048,160.0,224.487,,,224.487,225.20866666666666,,,225.20866666666666
181,1,2048,64,2048,196.0,225.83666666666667,,,225.83666666666667,225.20866666666666,,,225.20866666666666
182,1,2048,64,2048,32.0,2414.445333333333,,,2414.445333333333,225.20866666666666,,,225.20866666666666
183,1,2048,64,2048,64.0,1213.2163333333335,,,1213.2163333333335,225.20866666666666,,,225.20866666666666
184,1,2048,64,2048,304.0,225.20866666666666,,,225.20866666666666,225.20866666666666,,,225.20866666666666
185,1,2048,64,256,128.0,86.13,,,86.13,37.793,,,37.793
186,1,2048,64,256,160.0,37.165,,,37.165,37.793,,,37.793
187,1,2048,64,256,196.0,37.44566666666666,,,37.44566666666666,37.793,,,37.793
188,1,2048,64,256,224.0,36.858,,,36.858,37.793,,,37.793
189,1,2048,64,256,32.0,373.68199999999996,,,373.68199999999996,37.793,,,37.793
190,1,2048,64,256,64.0,185.919,,,185.919,37.793,,,37.793
191,1,2048,64,256,304.0,37.793,,,37.793,37.793,,,37.793
192,1,2048,64,4096,128.0,1091.2706666666666,,,1091.2706666666666,441.98500000000007,,,441.98500000000007
193,1,2048,64,4096,160.0,438.8709999999999,,,438.8709999999999,441.98500000000007,,,441.98500000000007
194,1,2048,64,4096,196.0,439.646,,,439.646,441.98500000000007,,,441.98500000000007
195,1,2048,64,4096,32.0,4738.482666666666,,,4738.482666666666,441.98500000000007,,,441.98500000000007
196,1,2048,64,4096,64.0,2339.2993333333334,,,2339.2993333333334,441.98500000000007,,,441.98500000000007
197,1,2048,64,4096,304.0,441.98500000000007,,,441.98500000000007,441.98500000000007,,,441.98500000000007
198,1,2048,64,512,128.0,152.001,,,152.001,64.30733333333333,,,64.30733333333333
199,1,2048,64,512,160.0,64.507,,,64.507,64.30733333333333,,,64.30733333333333
200,1,2048,64,512,196.0,64.76133333333333,,,64.76133333333333,64.30733333333333,,,64.30733333333333
201,1,2048,64,512,224.0,64.49399999999999,,,64.49399999999999,64.30733333333333,,,64.30733333333333
202,1,2048,64,512,32.0,665.189,,,665.189,64.30733333333333,,,64.30733333333333
203,1,2048,64,512,64.0,329.63466666666665,,,329.63466666666665,64.30733333333333,,,64.30733333333333
204,1,2048,64,512,304.0,64.30733333333333,,,64.30733333333333,64.30733333333333,,,64.30733333333333
205,1,2048,8,1024,128.0,,27.71666666666667,6.174333333333333,33.891000000000005,,26.808333333333334,5.131666666666667,31.94
206,1,2048,8,1024,32.0,,27.329000000000004,5.332333333333334,32.66133333333334,,26.808333333333334,5.131666666666667,31.94
207,1,2048,8,1024,64.0,,27.021666666666665,5.158333333333332,32.18,,26.808333333333334,5.131666666666667,31.94
208,1,2048,8,1024,304.0,,26.808333333333334,5.131666666666667,31.94,,26.808333333333334,5.131666666666667,31.94
209,1,2048,8,2048,128.0,,40.85333333333333,5.612666666666667,46.466,,41.13433333333334,6.200666666666666,47.335
210,1,2048,8,2048,32.0,,40.626,5.439,46.065,,41.13433333333334,6.200666666666666,47.335
211,1,2048,8,2048,64.0,,40.70666666666667,5.265666666666667,45.97233333333334,,41.13433333333334,6.200666666666666,47.335
212,1,2048,8,2048,304.0,,41.13433333333334,6.200666666666666,47.335,,41.13433333333334,6.200666666666666,47.335
213,1,2048,8,256,128.0,,11.800000000000002,5.145,16.945,,11.866999999999999,5.372333333333334,17.239333333333335
214,1,2048,8,256,32.0,,11.813666666666668,4.303,16.116666666666667,,11.866999999999999,5.372333333333334,17.239333333333335
215,1,2048,8,256,64.0,,11.814333333333332,4.263333333333333,16.077666666666666,,11.866999999999999,5.372333333333334,17.239333333333335
216,1,2048,8,256,304.0,,11.866999999999999,5.372333333333334,17.239333333333335,,11.866999999999999,5.372333333333334,17.239333333333335
217,1,2048,8,4096,128.0,,69.479,4.717,74.196,,79.449,4.810666666666667,84.25966666666666
218,1,2048,8,4096,32.0,,69.439,4.677333333333333,74.11633333333333,,79.449,4.810666666666667,84.25966666666666
219,1,2048,8,4096,64.0,,69.626,4.663666666666667,74.28966666666668,,79.449,4.810666666666667,84.25966666666666
220,1,2048,8,4096,304.0,,79.449,4.810666666666667,84.25966666666666,,79.449,4.810666666666667,84.25966666666666
221,1,2048,8,512,128.0,,20.674,4.984666666666667,25.658666666666665,,21.115,5.7203333333333335,26.83533333333333
222,1,2048,8,512,32.0,,21.088333333333335,4.811,25.899333333333335,,21.115,5.7203333333333335,26.83533333333333
223,1,2048,8,512,64.0,,21.115,4.917999999999999,26.032999999999998,,21.115,5.7203333333333335,26.83533333333333
224,1,2048,8,512,304.0,,21.115,5.7203333333333335,26.83533333333333,,21.115,5.7203333333333335,26.83533333333333
225,1,2048,16,131072,128.0,13362.187666666667,,,13362.187666666667,6752.249666666667,,,6752.249666666667
226,1,2048,16,131072,32.0,39944.879,,,39944.879,6752.249666666667,,,6752.249666666667
227,1,2048,16,131072,64.0,20013.353333333336,,,20013.353333333336,6752.249666666667,,,6752.249666666667
228,1,2048,16,131072,96.0,13362.214666666667,,,13362.214666666667,6752.249666666667,,,6752.249666666667
229,1,2048,16,131072,304.0,6752.249666666667,,,6752.249666666667,6752.249666666667,,,6752.249666666667
230,1,2048,16,16384,128.0,1699.1009999999999,,,1699.1009999999999,849.2629999999999,,,849.2629999999999
231,1,2048,16,16384,32.0,5012.709666666667,,,5012.709666666667,849.2629999999999,,,849.2629999999999
232,1,2048,16,16384,64.0,2511.694,,,2511.694,849.2629999999999,,,849.2629999999999
233,1,2048,16,16384,96.0,1687.3676666666668,,,1687.3676666666668,849.2629999999999,,,849.2629999999999
234,1,2048,16,16384,304.0,849.2629999999999,,,849.2629999999999,849.2629999999999,,,849.2629999999999
235,1,2048,16,32768,128.0,3345.8289999999997,,,3345.8289999999997,1691.7906666666668,,,1691.7906666666668
236,1,2048,16,32768,32.0,10009.582666666667,,,10009.582666666667,1691.7906666666668,,,1691.7906666666668
237,1,2048,16,32768,64.0,5010.598,,,5010.598,1691.7906666666668,,,1691.7906666666668
238,1,2048,16,32768,96.0,3345.0536666666667,,,3345.0536666666667,1691.7906666666668,,,1691.7906666666668
239,1,2048,16,32768,304.0,1691.7906666666668,,,1691.7906666666668,1691.7906666666668,,,1691.7906666666668
240,1,2048,16,65536,128.0,6686.3656666666675,,,6686.3656666666675,3381.7376666666664,,,3381.7376666666664
241,1,2048,16,65536,32.0,19988.56233333333,,,19988.56233333333,3381.7376666666664,,,3381.7376666666664
242,1,2048,16,65536,64.0,10006.603666666668,,,10006.603666666668,3381.7376666666664,,,3381.7376666666664
243,1,2048,16,65536,96.0,6681.261333333333,,,6681.261333333333,3381.7376666666664,,,3381.7376666666664
244,1,2048,16,65536,304.0,3381.7376666666664,,,3381.7376666666664,3381.7376666666664,,,3381.7376666666664
245,1,2048,16,8192,128.0,866.035,,,866.035,428.3536666666667,,,428.3536666666667
246,1,2048,16,8192,32.0,2517.7473333333332,,,2517.7473333333332,428.3536666666667,,,428.3536666666667
247,1,2048,16,8192,64.0,1283.7506666666668,,,1283.7506666666668,428.3536666666667,,,428.3536666666667
248,1,2048,16,8192,96.0,855.5976666666667,,,855.5976666666667,428.3536666666667,,,428.3536666666667
249,1,2048,16,8192,304.0,428.3536666666667,,,428.3536666666667,428.3536666666667,,,428.3536666666667
